"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","file_path","file_paths","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","attribute:pa_cap","attribute_data:pa_cap","attribute_default:pa_cap","attribute:pa_size","attribute_data:pa_size","attribute_default:pa_size","attribute:pa_size-ml","attribute_data:pa_size-ml","attribute_default:pa_size-ml"
"Diamond","diamond","26523","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/90ml-Diamond-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Diamond-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Diamond-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Diamond-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Diamond-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Diamond-+-Mushroom-Fliptop-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","50ml|90ml","0|1|1",""
"Test Tube Colored","test-tube-colored","26541","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/25ml-Test-Tube-Colored-+-Pump-Spray.jpg","variable","pet bottles","","","","Pump Spray","1|1|1","","","","","25ml","0|1|1",""
"Cherry","cherry","26543","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Cherry-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Cherry-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Cherry-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Cherry-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Lotion Pump Flat|Pump Spray|Pump Spray Shroud|Z Fliptop Cap","1|1|1","","","","","100ml","0|1|1",""
"Ruby","ruby","26548","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Ruby-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Ruby-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Ruby-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Ruby-+-Ardent-Fliptop-Cap.jpg","variable","pet bottles","","","","Ardent Fliptop Cap|Mushroom Fliptop Cap|Pump Spray","1|1|1","","","","","100ml|50ml","0|1|1",""
"Izzy Oval","izzy-oval","26553","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Izzy-Oval-+-Ardent-Fliptop-Cap.jpg","variable","pet bottles","","","","Ardent Fliptop Cap","1|1|1","","","","","100ml","0|1|1",""
"Round Deo","round-deo","26555","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Round-Deo-+-Roll-On-Cap.jpg","variable","pet bottles","","","","Roll On Cap","1|1|1","","","","","50ml","0|1|1",""
"Butterfly","butterfly","26557","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Butterfly-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Butterfly-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Butterfly-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Butterfly-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Butterfly-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Butterfly-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Butterfly-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Butterfly-+-Lotion-Pump-Flat.jpg","variable","pet bottles","","","","Ardent Fliptop Cap|Lotion Pump Flat|Mushroom Fliptop Cap|Pump Spray|Z Fliptop Cap","1|1|1","","","","","100ml|200ml|50ml","0|1|1",""
"Aqua","aqua","26566","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Aqua-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Aqua-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Aqua-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Aqua-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Aqua-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Aqua-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Aqua-+-Pump-Spray-Fancy.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Pump Spray|Pump Spray Fancy|Z Fliptop Cap","1|1|1","","","","","100ml|50ml","0|1|1",""
"Colonia","colonia","26580","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Colonia-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Colonia-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Colonia-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Colonia-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Colonia-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Colonia-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Colonia-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Colonia-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Colonia-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Colonia-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Colonia-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/250ml-Colonia-+-Fireman-Spray.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Fireman Spray|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Pump Spray","1|1|1","","","","","100ml|250ml|50ml","0|1|1",""
"Heart","heart","26593","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Heart-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Heart-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Heart-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Heart-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Heart-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Heart-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","","Ardent Fliptop Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Pump Spray|Z Fliptop Cap","1|1|1","","","","","100ml","0|1|1",""
"Esprit","esprit","26600","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Esprit-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Esprit-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Esprit-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Esprit-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Esprit-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","","Ardent Fliptop Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Z Fliptop Cap","1|1|1","","","","","100ml","0|1|1",""
"Volcano","volcano","26606","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Volcano-+-Ardent-Fliptop-Cap.jpg","variable","pet bottles","","","","Ardent Fliptop Cap","1|1|1","","","","","50ml","0|1|1",""
